"user_input","items_json"
"Nix 16 cookies, tack on four kale bunches, ditch 15 of them pickle jars, throw in a couple hot dogs and get me 17 tortillas please","[{""action"": ""remove"", ""product"": ""cookies"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""kale bunches"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""pickle jars"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""hot dogs"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""tortillas"", ""quantity"": 17}]"
"Yo pack in sixteen grapes, ring up twelve mangoes, then take off nine toothpastes, then slap on fifteen zucchinis and ring up twelve popsicles","[{""action"": ""add"", ""product"": ""grapes"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""mangoes"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""toothpastes"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""zucchinis"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""popsicles"", ""quantity"": 12}]"
"Throw on 13 syrups, then ditch twelve of the loaves, pull out 17 cookies, remove fourteen eggs cheers","[{""action"": ""add"", ""product"": ""syrups"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""loaves"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""cookies"", ""quantity"": 17}, {""action"": ""remove"", ""product"": ""eggs"", ""quantity"": 14}]"
"Alright ring up 15 salami packs, then pull 1 protein bars and pack in 22 popcorn bags thanks","[{""action"": ""add"", ""product"": ""salami packs"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""protein bars"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""popcorn bags"", ""quantity"": 22}]"
"Nix a couple crackers, tack on a dozen sausages, and also throw on eighteen olive jars","[{""action"": ""remove"", ""product"": ""crackers"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""sausages"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""olive jars"", ""quantity"": 18}]"
"Drop in a couple paper towels, get me a couple bell peppers, and skip 13 popcorn bags","[{""action"": ""add"", ""product"": ""paper towels"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""bell peppers"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""popcorn bags"", ""quantity"": 13}]"
"Toss in seven toothbrushes, throw on eighteen hot dogs, then ditch 24 cashews, and throw in a pair of energy drinks","[{""action"": ""add"", ""product"": ""toothbrushes"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""hot dogs"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""cashews"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""energy drinks"", ""quantity"": 2}]"
"Yo kick out twenty onions, then bring me a few limes, plus knock off 19 tacos","[{""action"": ""remove"", ""product"": ""onions"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""limes"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""tacos"", ""quantity"": 19}]"
"Alright toss in 21 walnuts in there, drop four of the cookies, then grab me a few salami packs, then drop in 9 mangoes","[{""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 21}, {""action"": ""remove"", ""product"": ""cookies"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""salami packs"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""mangoes"", ""quantity"": 9}]"
"Alright take away fourteen of the crabs, put in 6 rolls, and tack on 21 scallops cheers","[{""action"": ""remove"", ""product"": ""crabs"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""rolls"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""scallops"", ""quantity"": 21}]"
"Nix 8 cod fillets, then throw on a pair of carrots, then grab me three bananas","[{""action"": ""remove"", ""product"": ""cod fillets"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""carrots"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""bananas"", ""quantity"": 3}]"
"Take out three zucchinis, then tack on 25 walnuts, then load up with fourteen nuts, then chuck in twenty razors","[{""action"": ""remove"", ""product"": ""zucchinis"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 25}, {""action"": ""add"", ""product"": ""nuts"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""razors"", ""quantity"": 20}]"
"Yo lose seventeen celery stalks, drop in two kale bunches, and also kick out a couple soaps cheers","[{""action"": ""remove"", ""product"": ""celery stalks"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""kale bunches"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""soaps"", ""quantity"": 2}]"
"Include a few rice bags, then ditch 15 ham slices, include nineteen turkey slices","[{""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""ham slices"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""turkey slices"", ""quantity"": 19}]"
"Knock off 3 of them coffees, slap on a pair of tissue boxes, and also get me eighteen paper towels cheers","[{""action"": ""remove"", ""product"": ""coffees"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""tissue boxes"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""paper towels"", ""quantity"": 18}]"
"Yo pile on 15 shrimp, stick in two dozen cupcakes, ring up 17 paper towels, and give me sixteen rice bags cheers","[{""action"": ""add"", ""product"": ""shrimp"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""cupcakes"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""paper towels"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 16}]"
"Scrap 13 meatballs, then tack on 13 salads, toss in a few wings, then drop four blueberries","[{""action"": ""remove"", ""product"": ""meatballs"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""salads"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""wings"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 4}]"
"Pull out 10 tissue boxes, stock up on 17 peanut butters, get me fifteen popcorn bags, drop in half a dozen oatmeal boxes, then grab me 17 sandwiches cheers","[{""action"": ""remove"", ""product"": ""tissue boxes"", ""quantity"": 10}, {""action"": ""add"", ""product"": ""peanut butters"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""popcorn bags"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""oatmeal boxes"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""sandwiches"", ""quantity"": 17}]"
"Stock up on a few cucumbers, throw in half a dozen chips, lose nine fries, nix a pair of drumsticks","[{""action"": ""add"", ""product"": ""cucumbers"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""fries"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""drumsticks"", ""quantity"": 2}]"
"Yo ring up 3 toothpastes, get rid of a couple candy bars, and scan in one clams cheers","[{""action"": ""add"", ""product"": ""toothpastes"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""candy bars"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""clams"", ""quantity"": 1}]"
"Add 12 brownies, throw in eighteen shrimp, lose a couple of them nuts, then ditch 24 of those salsas cheers","[{""action"": ""add"", ""product"": ""brownies"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""shrimp"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""nuts"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""salsas"", ""quantity"": 24}]"
"Hey drop in seventeen pineapples, put in two dozen celery stalks in there, then pile on 5 cod fillets","[{""action"": ""add"", ""product"": ""pineapples"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""celery stalks"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""cod fillets"", ""quantity"": 5}]"
"Okay knock off a couple asparagus bunches, take off thirteen of those biscuits, throw on eleven kiwis, pile on 21 sparkling waters, and also scrub 11 sour creams","[{""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""biscuits"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""kiwis"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 21}, {""action"": ""remove"", ""product"": ""sour creams"", ""quantity"": 11}]"
"Alright stick in seventeen pineapples, throw on six buns, plus take off eleven of them syrups","[{""action"": ""add"", ""product"": ""pineapples"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""buns"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""syrups"", ""quantity"": 11}]"
"Alright leave out a dozen raspberries and drop in seven tuna cans thanks","[{""action"": ""remove"", ""product"": ""raspberries"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""tuna cans"", ""quantity"": 7}]"
"Alright pack in 5 cupcakes, then put in 17 teas, put in fifteen chicken thighs, knock off 11 fries, then slap on two salads cheers","[{""action"": ""add"", ""product"": ""cupcakes"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""teas"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""chicken thighs"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""fries"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""salads"", ""quantity"": 2}]"
"Pull a few butters, ditch 16 pretzels, throw on 14 donuts, and also get rid of half a dozen bell peppers","[{""action"": ""remove"", ""product"": ""butters"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""pretzels"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""donuts"", ""quantity"": 14}, {""action"": ""remove"", ""product"": ""bell peppers"", ""quantity"": 6}]"
"Give me 8 paper towels, put in nine cashews, ditch twenty oranges, plus slap on 21 prawns please","[{""action"": ""add"", ""product"": ""paper towels"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""cashews"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""oranges"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""prawns"", ""quantity"": 21}]"
"Add a pair of loaves, then throw in five rice bags, and pack in 2 pork chops","[{""action"": ""add"", ""product"": ""loaves"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""pork chops"", ""quantity"": 2}]"
"Hey skip 16 of them lettuces, throw on 9 corn cobs, and also pack in eighteen blueberries","[{""action"": ""remove"", ""product"": ""lettuces"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""corn cobs"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""blueberries"", ""quantity"": 18}]"
"Hey load up with 1 corn cobs, ditch 4 cupcakes and scrub 10 pears","[{""action"": ""add"", ""product"": ""corn cobs"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""cupcakes"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""pears"", ""quantity"": 10}]"
"Drop a pair of of the plums, and also grab me 14 butters in there thanks","[{""action"": ""remove"", ""product"": ""plums"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""butters"", ""quantity"": 14}]"
"Hey throw in 19 mushrooms in there, then take out 15 of those nuts, then put in 3 chips, then pack in seventeen honeys and put in six peanut butters in there","[{""action"": ""add"", ""product"": ""mushrooms"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""nuts"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""honeys"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""peanut butters"", ""quantity"": 6}]"
"Hey stick in ten bananas, then pile on a few radishes, take out 5 eggplants, knock off 6 lemons, then throw in a pair of steaks","[{""action"": ""add"", ""product"": ""bananas"", ""quantity"": 10}, {""action"": ""add"", ""product"": ""radishes"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""eggplants"", ""quantity"": 5}, {""action"": ""remove"", ""product"": ""lemons"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""steaks"", ""quantity"": 2}]"
"Skip fifteen walnuts, grab me two dozen strawberries, plus ring up a few crabs","[{""action"": ""remove"", ""product"": ""walnuts"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""strawberries"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""crabs"", ""quantity"": 3}]"
"Get me three toothpastes, pile on two dozen toothbrushes, then nix 18 sodas cheers","[{""action"": ""add"", ""product"": ""toothpastes"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""toothbrushes"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""sodas"", ""quantity"": 18}]"
"Include eight strawberries, then ditch a dozen tacos, and grab me 19 candy bars in there thanks","[{""action"": ""add"", ""product"": ""strawberries"", ""quantity"": 8}, {""action"": ""remove"", ""product"": ""tacos"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""candy bars"", ""quantity"": 19}]"
"Scrap 24 scones, throw on a few cod fillets, cut 2 of those kombuchas, then lose half a dozen of those sandwiches","[{""action"": ""remove"", ""product"": ""scones"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""cod fillets"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""kombuchas"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""sandwiches"", ""quantity"": 6}]"
"Give me a couple rice bags, pull 1 apples, scrub two dozen sour creams","[{""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""apples"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""sour creams"", ""quantity"": 24}]"
"Okay throw in one bell peppers, scrap 25 cauliflower heads, leave out seven asparagus bunches, and include nineteen fries","[{""action"": ""add"", ""product"": ""bell peppers"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""cauliflower heads"", ""quantity"": 25}, {""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""fries"", ""quantity"": 19}]"
"Okay scrub nine of those teas, stock up on a dozen grapes, then ditch 4 cakes, and ditch a couple creams","[{""action"": ""remove"", ""product"": ""teas"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""grapes"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""cakes"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""creams"", ""quantity"": 2}]"
"Alright tack on a pair of beets, then drop in 7 lemons, and also leave out one pork chops thanks","[{""action"": ""add"", ""product"": ""beets"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""lemons"", ""quantity"": 7}, {""action"": ""remove"", ""product"": ""pork chops"", ""quantity"": 1}]"
"Okay throw on two dozen limes, tack on 5 crackers, and remove ten of the wines","[{""action"": ""add"", ""product"": ""limes"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""crackers"", ""quantity"": 5}, {""action"": ""remove"", ""product"": ""wines"", ""quantity"": 10}]"
"Nix seven rice bags, remove 15 of those cakes, then grab me eighteen scallions, and also nix 4 scallops","[{""action"": ""remove"", ""product"": ""rice bags"", ""quantity"": 7}, {""action"": ""remove"", ""product"": ""cakes"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""scallions"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""scallops"", ""quantity"": 4}]"
"Alright nix 9 baguettes, stick in 18 pears, get me 3 popcorn bags and add fourteen zucchinis please","[{""action"": ""remove"", ""product"": ""baguettes"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""pears"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""popcorn bags"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""zucchinis"", ""quantity"": 14}]"
"Yo get rid of 25 cod fillets, then tack on a few mangoes thanks","[{""action"": ""remove"", ""product"": ""cod fillets"", ""quantity"": 25}, {""action"": ""add"", ""product"": ""mangoes"", ""quantity"": 3}]"
"Hey take away 12 mussels, pack in a few cookies, nix 18 of the chicken thighs, put in 11 shampoos and get me two dozen zucchinis please","[{""action"": ""remove"", ""product"": ""mussels"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""cookies"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""chicken thighs"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""shampoos"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""zucchinis"", ""quantity"": 24}]"
"Pull half a dozen smoothies, take away a few steaks, drop nineteen spinach bunches, then put in 14 quinoa bags, and also pile on sixteen salami packs","[{""action"": ""remove"", ""product"": ""smoothies"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""steaks"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""spinach bunches"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""quinoa bags"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""salami packs"", ""quantity"": 16}]"
"Scrap 4 of them deodorants, and also chuck in a dozen sparkling waters","[{""action"": ""remove"", ""product"": ""deodorants"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 12}]"
"Hey take away twenty celery stalks, then grab me seventeen razors, stick in half a dozen apples, cut ten clams, plus take out two dozen popsicles","[{""action"": ""remove"", ""product"": ""celery stalks"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""razors"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""apples"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""clams"", ""quantity"": 10}, {""action"": ""remove"", ""product"": ""popsicles"", ""quantity"": 24}]"
"Pile on a few bagels, pull out 24 of those pork chops, skip two bell peppers, take away eight of them soaps, give me 2 crackers","[{""action"": ""add"", ""product"": ""bagels"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""pork chops"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""bell peppers"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""soaps"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""crackers"", ""quantity"": 2}]"
"Hey put in 16 brownies, leave out nineteen ice creams","[{""action"": ""add"", ""product"": ""brownies"", ""quantity"": 16}, {""action"": ""remove"", ""product"": ""ice creams"", ""quantity"": 19}]"
"Yo toss in twenty pasta boxes, pile on 21 chicken thighs, chuck in a few almonds, and lose 15 of them bell peppers","[{""action"": ""add"", ""product"": ""pasta boxes"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""chicken thighs"", ""quantity"": 21}, {""action"": ""add"", ""product"": ""almonds"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""bell peppers"", ""quantity"": 15}]"
"Yo drop a dozen asparagus bunches, ditch 14 almonds, then scan in four lotions, plus scan in 7 leeks","[{""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""almonds"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""lotions"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""leeks"", ""quantity"": 7}]"
"Get me a couple burgers, pull 24 deodorants, toss in seventeen pasta boxes in there, plus knock off ten chicken breasts","[{""action"": ""add"", ""product"": ""burgers"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""deodorants"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""pasta boxes"", ""quantity"": 17}, {""action"": ""remove"", ""product"": ""chicken breasts"", ""quantity"": 10}]"
"Load up with fifteen honeys, then chuck in 15 walnuts in there, scrap 12 of those bell peppers, then grab me a few sweet potatoes, then knock off one of those bananas","[{""action"": ""add"", ""product"": ""honeys"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""bell peppers"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""sweet potatoes"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 1}]"
"Okay slap on 4 oranges, take off a few of those lettuces, pack in half a dozen oatmeal boxes and pile on two dozen deodorants","[{""action"": ""add"", ""product"": ""oranges"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""lettuces"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""oatmeal boxes"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""deodorants"", ""quantity"": 24}]"
"Yo pack in five ice creams, lose a couple teas, plus put in 24 lotions please","[{""action"": ""add"", ""product"": ""ice creams"", ""quantity"": 5}, {""action"": ""remove"", ""product"": ""teas"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""lotions"", ""quantity"": 24}]"
"Yo grab me 9 celery stalks, include a dozen mangoes, then skip 10 jams, and include half a dozen oatmeal boxes","[{""action"": ""add"", ""product"": ""celery stalks"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""mangoes"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""jams"", ""quantity"": 10}, {""action"": ""add"", ""product"": ""oatmeal boxes"", ""quantity"": 6}]"
"Load up with 13 nuts, and take away eight granola bars","[{""action"": ""add"", ""product"": ""nuts"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""granola bars"", ""quantity"": 8}]"
"Leave out eleven salami packs, get me 19 jams, then grab me thirteen hummus tubs, then toss in ten pitas cheers","[{""action"": ""remove"", ""product"": ""salami packs"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""jams"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""hummus tubs"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""pitas"", ""quantity"": 10}]"
"Throw on a pair of cookies, chuck in five olive jars, stock up on half a dozen pies, then load up with one pears please","[{""action"": ""add"", ""product"": ""cookies"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""olive jars"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""pies"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""pears"", ""quantity"": 1}]"
"Okay scrap a dozen trash bags, drop in three salads, throw in nine chips and pack in two tuna cans please","[{""action"": ""remove"", ""product"": ""trash bags"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""salads"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""tuna cans"", ""quantity"": 2}]"
"Load up with 17 blueberries, grab me thirteen buns, plus pull out 23 of them cookies","[{""action"": ""add"", ""product"": ""blueberries"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""buns"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""cookies"", ""quantity"": 23}]"
"Nix a couple of the bell peppers, kick out eighteen of the scallions, take off eighteen of those lotions, and throw in a dozen onions thanks","[{""action"": ""remove"", ""product"": ""bell peppers"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""scallions"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""lotions"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""onions"", ""quantity"": 12}]"
"Take away nine pitas, take out one kiwis, then bring me a couple limes, then lose a couple wines, plus knock off 7 of the raspberries","[{""action"": ""remove"", ""product"": ""pitas"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""kiwis"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""limes"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""wines"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""raspberries"", ""quantity"": 7}]"
"Ring up 8 tacos in there, load up with a few salsas in there, pull twenty prawns, grab me eight cakes, plus get me half a dozen scallions please","[{""action"": ""add"", ""product"": ""tacos"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""salsas"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""prawns"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""cakes"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""scallions"", ""quantity"": 6}]"
"Hey bring me fifteen sparkling waters, pull six loaves, then take away a dozen of them rice bags, and throw in 24 pancake mixes cheers","[{""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""loaves"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""rice bags"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""pancake mixes"", ""quantity"": 24}]"
"Drop six of those onions, take off a few pancake mixes, then toss in 19 pork chops, then give me a few baguettes, and also chuck in a pair of bananas in there","[{""action"": ""remove"", ""product"": ""onions"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""pancake mixes"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""pork chops"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""baguettes"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""bananas"", ""quantity"": 2}]"
"Cut 13 raspberries, knock off 7 burgers, then pile on 6 creams, nix a dozen of them hummus tubs","[{""action"": ""remove"", ""product"": ""raspberries"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""burgers"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""creams"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""hummus tubs"", ""quantity"": 12}]"
"Yo leave out a couple bagels, scan in 20 hummus tubs, plus pack in 8 plums","[{""action"": ""remove"", ""product"": ""bagels"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""hummus tubs"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""plums"", ""quantity"": 8}]"
"Give me nineteen drumsticks, then ring up four lobsters, put in eight salsas, and also slap on five yogurts thanks","[{""action"": ""add"", ""product"": ""drumsticks"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""lobsters"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""salsas"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""yogurts"", ""quantity"": 5}]"
"Stick in 25 teas in there, get rid of eighteen sandwiches, and also pull out 7 asparagus bunches please","[{""action"": ""add"", ""product"": ""teas"", ""quantity"": 25}, {""action"": ""remove"", ""product"": ""sandwiches"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 7}]"
"Alright put in 21 asparagus bunches, pack in fifteen peaches, and also leave out nine nuts","[{""action"": ""add"", ""product"": ""asparagus bunches"", ""quantity"": 21}, {""action"": ""add"", ""product"": ""peaches"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""nuts"", ""quantity"": 9}]"
"Throw on eleven chicken breasts, pile on one buns, then take away fourteen granola bars","[{""action"": ""add"", ""product"": ""chicken breasts"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""buns"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""granola bars"", ""quantity"": 14}]"
"Pull 15 plums, drop in 17 sparkling waters, give me seventeen rice bags, plus lose 25 toothbrushes","[{""action"": ""remove"", ""product"": ""plums"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 17}, {""action"": ""remove"", ""product"": ""toothbrushes"", ""quantity"": 25}]"
"Hey tack on 7 quinoa bags, bring me 19 pancake mixes, remove 12 scallions, scrub 24 of the shampoos","[{""action"": ""add"", ""product"": ""quinoa bags"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""pancake mixes"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""scallions"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""shampoos"", ""quantity"": 24}]"
"Load up with a pair of loaves in there, throw in twenty wraps, then include 23 energy drinks in there, plus lose 9 beers","[{""action"": ""add"", ""product"": ""loaves"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""wraps"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""energy drinks"", ""quantity"": 23}, {""action"": ""remove"", ""product"": ""beers"", ""quantity"": 9}]"
"Take out twenty of those limes, then give me 12 salads","[{""action"": ""remove"", ""product"": ""limes"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""salads"", ""quantity"": 12}]"
"Alright cut one of the mangoes, bring me 9 watermelons, plus pack in a couple coffees","[{""action"": ""remove"", ""product"": ""mangoes"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""watermelons"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""coffees"", ""quantity"": 2}]"
